State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
NH,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,89.00 ,,07/01/2022,09/30/2022
NH,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,88.60 ,,10/01/2021,03/31/2022
NH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,88.60 ,"25, 26",10/01/2021,09/30/2022
NH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),88.50 ,"25, 26",10/01/2021,09/30/2022
NH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),88.40 ,"25, 26",10/01/2021,09/30/2022
NH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),88.30 ,"25, 26",10/01/2021,09/30/2022
NH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),88.20 ,"25, 26",10/01/2021,09/30/2022
NH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,88.00 ,25,10/01/2021,09/30/2022
NH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),88.00 ,25,10/01/2021,09/30/2022
NH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),88.00 ,25,10/01/2021,09/30/2022
NH,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),88.00 ,25,10/01/2021,09/30/2022
NH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),88.00 ,25,10/01/2021,09/30/2022
NH,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,88.00 ,26,10/01/2021,09/30/2022
NH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,88.00 ,"25, 26",01/01/2021,12/31/2021
NH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,88.00 ,25,10/01/2021,09/30/2022
NH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,88.00 ,"25, 26",01/01/2021,12/31/2021
NH,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,88.00 ,5,01/01/2021,12/31/2021
NH,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,88.00 ,26,10/01/2021,09/30/2022
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,88.00 ,"25, 26",10/01/2021,09/30/2022
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,88.00 ,"25, 26",10/01/2021,09/30/2022
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88.00 ,"25, 26",10/01/2021,09/30/2022
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,88.00 ,"25, 26",10/01/2021,09/30/2022
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,87.90 ,"25, 26",10/01/2021,09/30/2022
NJ,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,87.80 ,,07/01/2022,09/30/2022
NJ,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,87.80 ,,10/01/2021,03/31/2022
NJ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,87.30 ,"25, 26",10/01/2021,09/30/2022
NJ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),87.00 ,"25, 26",10/01/2021,09/30/2022
NJ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),87.00 ,"25, 26",10/01/2021,09/30/2022
NJ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),87.00 ,"25, 26",10/01/2021,09/30/2022
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),87.00 ,"25, 26",10/01/2021,09/30/2022
NJ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,87.00 ,25,10/01/2021,09/30/2022
NJ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),87.00 ,25,10/01/2021,09/30/2022
NJ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),87.00 ,25,10/01/2021,09/30/2022
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),87.00 ,25,10/01/2021,09/30/2022
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),87.00 ,25,10/01/2021,09/30/2022
NJ,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,87.00 ,26,10/01/2021,09/30/2022
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,87.00 ,"25, 26",01/01/2021,12/31/2021
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,87.00 ,25,10/01/2021,09/30/2022
NJ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87.00 ,"25, 26",01/01/2021,12/31/2021
NJ,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,86.70 ,5,01/01/2021,12/31/2021
NJ,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,86.60 ,26,10/01/2021,09/30/2022
NJ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,86.40 ,"25, 26",10/01/2021,09/30/2022
NJ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,86.30 ,"25, 26",10/01/2021,09/30/2022
NJ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86.10 ,"25, 26",10/01/2021,09/30/2022
NJ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,86.00 ,"25, 26",10/01/2021,09/30/2022
NJ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,86.00 ,"25, 26",10/01/2021,09/30/2022
NM,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,86.00 ,,07/01/2022,09/30/2022
NM,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,86.00 ,,10/01/2021,03/31/2022
NM,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,86.00 ,"25, 26",10/01/2021,09/30/2022
NM,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),86.00 ,"25, 26",10/01/2021,09/30/2022
NM,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),86.00 ,"25, 26",10/01/2021,09/30/2022
NM,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),86.00 ,"25, 26",10/01/2021,09/30/2022
NM,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),86.00 ,"25, 26",10/01/2021,09/30/2022
NM,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,86.00 ,25,10/01/2021,09/30/2022
NM,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),85.80 ,25,10/01/2021,09/30/2022
NM,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),85.40 ,25,10/01/2021,09/30/2022
NM,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),85.00 ,25,10/01/2021,09/30/2022
NM,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),85.00 ,25,10/01/2021,09/30/2022
NM,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,85.00 ,26,10/01/2021,09/30/2022
NM,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,85.00 ,"25, 26",01/01/2021,12/31/2021
NM,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,85.00 ,25,10/01/2021,09/30/2022
NM,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,85.00 ,"25, 26",01/01/2021,12/31/2021
NM,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,85.00 ,5,01/01/2021,12/31/2021
NM,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,85.00 ,26,10/01/2021,09/30/2022
NM,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,85.00 ,"25, 26",10/01/2021,09/30/2022
NM,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,85.00 ,"25, 26",10/01/2021,09/30/2022
NM,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85.00 ,"25, 26",10/01/2021,09/30/2022
NM,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85.00 ,"25, 26",10/01/2021,09/30/2022
